,date,greed_fear_score,Open,High,Low,Close,Volume
39,2021-06-23,0.13972118724882,32515.714844,34753.410156,31772.632813,33723.027344,46317108925
40,2021-07-02,0.1733788520996095,33549.601563,33939.589844,32770.679688,33897.046875,38728974942
41,2021-07-03,0.2410211600472005,33854.421875,34909.261719,33402.695313,34668.546875,24383958643
42,2021-07-04,0.2087221639883945,34665.566406,35937.566406,34396.476563,35287.78125,24924307911
43,2021-07-05,0.2143493476001763,35284.34375,35284.34375,33213.660156,33746.003906,26721554282
44,2021-07-16,0.1032934234234231,31841.550781,32218.40625,31100.673828,31421.539063,23699476918
45,2021-07-17,0.2129300644567187,31397.308594,31935.945313,31223.990234,31533.068359,18895018942
46,2021-07-18,0.2909043599222688,31533.884766,32398.996094,31215.492188,31796.810547,18787986667
47,2021-07-19,0.2235165117002597,31800.011719,31885.859375,30563.734375,30817.832031,20434789545
48,2021-07-20,0.1486886625933474,30838.285156,31006.1875,29360.955078,29807.347656,23148267245
49,2021-07-21,0.1990162756033118,29796.285156,32752.326172,29526.183594,32110.693359,28203024559
50,2021-07-22,0.2442006032497758,32138.873047,32576.400391,31745.298828,32313.105469,19555230518
51,2021-07-23,0.2194957006040372,32305.958984,33581.550781,32057.892578,33581.550781,22552046192
52,2021-07-24,0.2253789819783596,33593.730469,34490.390625,33424.859375,34292.445313,21664706865
53,2021-07-25,0.213310750279953,34290.292969,35364.925781,33881.835938,35350.1875,20856685287
54,2021-07-26,0.133977874368018,35384.03125,40499.675781,35287.3125,37337.535156,51022126212
55,2021-07-27,0.2279305921995962,37276.035156,39406.941406,36441.726563,39406.941406,35097370560
56,2021-07-28,0.2120314698857374,39503.1875,40816.070313,38862.4375,39995.90625,38702404695
57,2021-07-29,0.357531617106258,39995.453125,40593.070313,39352.058594,40008.421875,27167146027
58,2021-07-30,0.2118810254277047,40027.484375,42235.546875,38397.355469,42235.546875,33072782960
59,2021-08-04,0.1833618914381647,38213.332031,39952.296875,37589.164063,39747.503906,25372562724
60,2021-08-05,0.1978540281777833,39744.515625,41341.933594,37458.003906,40869.554688,35185031017
61,2021-08-06,0.2155877287204136,40865.867188,43271.660156,39932.179688,42816.5,38226483046
62,2021-08-07,0.2033670148349962,42832.796875,44689.859375,42618.566406,44555.800781,40030862141
63,2021-08-08,0.2141276854144639,44574.4375,45282.351563,43331.910156,43798.117188,36302664750
64,2021-08-09,0.2498186177846776,43791.925781,46456.832031,42848.6875,46365.402344,38734079049
65,2021-08-14,0.2508743552275803,47810.6875,48098.683594,46177.632813,47096.945313,31211354442
66,2021-08-15,0.2391843018040561,47096.667969,47357.105469,45579.589844,47047.003906,30988958446
67,2021-08-16,0.2433950578889103,47019.960938,47998.097656,45700.320313,46004.484375,32776876610
68,2021-08-17,0.2625835909193925,45936.457031,47139.570313,44512.417969,44695.359375,33451362600
69,2021-08-18,0.2849403755131972,44686.75,45952.0625,44364.027344,44801.1875,32194123075
70,2021-08-19,0.2269893028004751,44741.882813,46970.761719,43998.316406,46717.578125,37204312299
71,2021-08-20,0.2282110542789611,46723.121094,49342.152344,46650.707031,49339.175781,34706867452
72,2021-08-21,0.209655005490481,49327.074219,49717.019531,48312.199219,48905.492188,40585205312
73,2021-08-23,0.1893139483956948,49291.675781,50482.078125,49074.605469,49546.148438,34305053719
74,2021-08-24,0.2355884248785436,49562.347656,49878.769531,47687.117188,47706.117188,35361168834
75,2021-08-25,0.275976178249405,47727.257813,49202.878906,47163.613281,48960.789063,32646349931
76,2021-08-26,0.2551139758052311,49002.640625,49347.582031,46405.78125,46942.21875,32666549568
77,2021-09-10,0.2180491584495133,46396.664063,47031.742188,44344.484375,44883.910156,39154666597
78,2021-10-18,0.2234898799982723,61548.804688,62614.660156,60012.757813,62026.078125,38055562075
79,2021-10-19,0.2126230816039903,62043.164063,64434.535156,61622.933594,64261.992188,40471196346
80,2021-10-20,0.1911028777624775,64284.585938,66930.390625,63610.675781,65992.835938,40788955582
81,2021-10-21,0.2097022986608992,66002.234375,66600.546875,62117.410156,62210.171875,45908121370
82,2021-10-22,0.2510318482841588,62237.890625,63715.023438,60122.796875,60692.265625,38434082775
83,2021-10-23,0.2564159857859263,60694.628906,61743.878906,59826.523438,61393.617188,26882546034
84,2021-10-27,0.248882786773098,60352.0,61435.183594,58208.1875,58482.386719,43657076893
85,2021-10-28,0.2142278476617904,58470.730469,62128.632813,58206.917969,60622.136719,45257083247
86,2021-10-29,0.2254391737613572,60624.871094,62927.609375,60329.964844,62227.964844,36856881767
87,2021-11-04,0.2195261059045882,62941.804688,63123.289063,60799.664063,61452.230469,32615846901
88,2021-11-05,0.2256661863026053,61460.078125,62541.46875,60844.609375,61125.675781,30605102446
89,2021-11-06,0.2426607326071326,61068.875,61590.683594,60163.78125,61527.480469,29094934221
90,2021-11-11,0.199439765227464,64978.890625,65579.015625,64180.488281,64949.960938,35880633236
91,2021-11-12,0.2271643849704101,64863.980469,65460.816406,62333.914063,64155.941406,36084893887
92,2021-11-18,0.1938744093855689,60360.136719,60948.5,56550.792969,56942.136719,41388338699
93,2021-11-19,0.1958745169461853,56896.128906,58351.113281,55705.179688,58119.578125,38702407772
94,2021-11-24,0.2020040733197543,57565.851563,57803.066406,55964.222656,56280.425781,36635566789
95,2021-11-25,0.2784567320712705,57165.417969,59367.96875,57146.683594,57274.679688,34284016248
96,2021-11-26,0.1996947044933733,58960.285156,59183.480469,53569.765625,53569.765625,41810748221
97,2021-12-11,0.1808080398671101,47264.632813,49458.210938,46942.347656,49362.507813,25775869261
98,2021-12-17,0.1528901372673507,47653.730469,48004.894531,45618.214844,46202.144531,32902725329
99,2021-12-29,0.1506652254641915,47623.871094,48119.742188,46201.496094,46444.710938,30049226299
100,2021-12-30,0.1550699562450247,46490.605469,47879.964844,46060.3125,47178.125,26686491018
101,2022-01-11,0.205170214414879,41819.507813,43001.15625,41407.753906,42735.855469,26327648900
102,2022-01-12,0.2343731636277533,42742.179688,44135.367188,42528.988281,43949.101563,33499938689
103,2022-01-13,0.1998539964228436,43946.742188,44278.421875,42447.042969,42591.570313,47691135082
104,2022-01-14,0.2049081431276771,42598.871094,43346.6875,41982.617188,43099.699219,23577403399
105,2022-01-19,0.1601467193030227,42374.039063,42478.304688,41242.914063,41744.328125,23091543258
106,2022-01-20,0.1707903820876539,41744.027344,43413.023438,40672.824219,40680.417969,20382033940
107,2022-01-21,0.0485325604866919,40699.605469,41060.527344,35791.425781,36457.316406,43011992031
108,2022-01-22,0.102527498572653,36471.589844,36688.8125,34349.25,35030.25,39714385405
109,2022-02-09,0.1961384192847261,44096.703125,44727.800781,43232.96875,44338.796875,23245887300
110,2022-02-14,0.1574050112191483,42157.398438,42775.777344,41681.957031,42586.917969,20827783012
111,2022-02-15,0.184743413309189,42586.464844,44667.21875,42491.035156,44575.203125,22721659051
112,2022-02-16,0.1615847261434224,44578.277344,44578.277344,43456.691406,43961.859375,19792547657
113,2022-02-17,0.1648739475992063,43937.070313,44132.972656,40249.371094,40538.011719,26246662813
114,2022-02-18,0.1610126782189076,40552.132813,40929.152344,39637.617188,40030.976563,23310007704
115,2022-03-02,0.1855277512532809,44357.617188,45077.578125,43432.851563,43924.117188,29183112630
116,2022-03-06,0.2063778069189464,39404.199219,39640.175781,38211.648438,38419.984375,19745229902
117,2022-03-07,0.1848479144964324,38429.304688,39430.226563,37260.203125,38062.039063,28546143503
118,2022-03-08,0.121676818429167,38059.902344,39304.441406,37957.386719,38737.269531,25776583476
119,2022-03-09,0.192468314210058,38742.816406,42465.671875,38706.09375,41982.925781,32284121034
120,2022-03-10,0.1973450308119897,41974.070313,42004.726563,38832.941406,39437.460938,31078064711
121,2022-03-14,0.1667856787392877,37846.316406,39742.5,37680.734375,39666.753906,24322159070
122,2022-03-15,0.2027161285231866,39664.25,39794.628906,38310.210938,39338.785156,23934000868
123,2022-03-16,0.1980211894806705,39335.570313,41465.453125,39022.347656,41143.929688,39616916192
124,2022-03-17,0.1763453045575939,41140.84375,41287.535156,40662.871094,40951.378906,22009601093
125,2022-03-18,0.165325981844243,40944.839844,42195.746094,40302.398438,41801.15625,34421564942
126,2022-03-19,0.2726766707021829,41794.648438,42316.554688,41602.667969,42190.652344,19664853187
127,2022-03-20,0.2363582089552194,42191.40625,42241.164063,41004.757813,41247.824219,20127946682
128,2022-03-21,0.1737061722740838,41246.132813,41454.410156,40668.042969,41077.996094,24615543271
129,2022-03-22,0.0320963855421686,41074.105469,43124.707031,40948.28125,42358.808594,32004652376
130,2022-03-23,0.1358912532838793,42364.378906,42893.507813,41877.507813,42892.957031,25242943069
131,2022-03-24,0.1517279297998335,42886.652344,44131.855469,42726.164063,43960.933594,31042992291
132,2022-04-13,0.1516692073502223,40123.570313,41430.054688,39712.746094,41166.730469,27691105228
133,2022-04-14,0.1492387541125888,41160.21875,41451.480469,39695.746094,39935.515625,24342001973
134,2022-04-15,0.1809184693123056,39939.402344,40617.722656,39866.832031,40553.464844,21756855753
135,2022-04-16,0.204706362003154,40552.316406,40633.679688,40078.425781,40424.484375,16833150693
136,2022-04-17,0.1620952154733634,40417.777344,40570.726563,39620.894531,39716.953125,19087633042
137,2022-04-18,0.186897325753192,39721.203125,40986.320313,38696.191406,40826.214844,33705182072
138,2022-04-19,0.2151630817335659,40828.175781,41672.960938,40618.632813,41502.75,25303206547
139,2022-04-20,0.1595448060305174,41501.746094,42126.300781,40961.097656,41374.378906,27819532341
140,2022-04-21,0.1529723392221424,41371.515625,42893.582031,40063.828125,40527.363281,35372786395
141,2022-04-22,0.1623464074220262,40525.863281,40777.757813,39315.417969,39740.320313,28011716745
